URL_ID,Positive_Score,Negative_Score,Polarity_Score,Subjectivity_Score,URL
Netclan20241041,17,2,0.7894736426592819,0.08755760328314469,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/
Netclan20241109,21,1,0.9090908677685968,0.030985915449315612,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/
Netclan20241121,38,4,0.8095237902494337,0.06807131269356351,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/
Netclan20241135,1,0,0.9999990000010001,0.017543859341335802,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/
Netclan20241134,10,3,0.5384614970414233,0.023679417078908166,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/
Netclan20241120,3,0,0.9999996666667778,0.016304347737476372,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/
Netclan20241108,20,2,0.8181817809917372,0.030726256940326456,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/
Netclan20241040,15,1,0.8749999453125034,0.07547169775720898,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/
Netclan20241054,40,6,0.7391304187145562,0.05392731529434078,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/
Netclan20241068,8,4,0.3333333055555579,0.03986710950210263,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/
Netclan20241083,8,3,0.4545454132231443,0.034810126472119854,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/
Netclan20241097,3,3,0.0,0.022222222139917695,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/
Netclan20241081,8,1,0.7777776913580343,0.04433497515105923,https://insights.blackcoffer.com/car-detection-in-satellite-images/
Netclan20241095,1,5,-0.6666665555555741,0.02205882344831315,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/
Netclan20241042,12,9,0.14285713605442207,0.09012875497798818,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/
Netclan20241056,5,0,0.99999980000004,0.012406947860032387,https://insights.blackcoffer.com/ai-bot-audio-to-audio/
Netclan20241136,3,1,0.49999987500003124,0.031999999744,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/
Netclan20241122,10,0,0.99999990000001,0.023474178348652164,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/
Netclan20241123,1,0,0.9999990000010001,0.003412969271628091,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/
Netclan20241137,8,0,0.9999998750000157,0.06349206298815824,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/
Netclan20241057,13,3,0.6249999609375024,0.04081632642648896,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/
Netclan20241043,15,3,0.6666666296296316,0.03614457824067354,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/
Netclan20241094,5,15,-0.4999999750000012,0.08928571388711735,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/
Netclan20241080,2,6,-0.4999999375000079,0.07079645955047381,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/
Netclan20241099,5,4,0.11111109876543349,0.04072398171618108,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/
Netclan20241066,5,1,0.6666665555555741,0.03045685263727486,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/
Netclan20241072,7,5,0.16666665277777895,0.09022556323138674,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/
Netclan20241112,7,2,0.5555554938271674,0.04999999972222222,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/
Netclan20241106,8,1,0.7777776913580343,0.04390243881023201,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/
Netclan20241107,4,5,-0.11111109876543349,0.03964757691785208,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/
Netclan20241113,3,4,-0.1428571224489825,0.02822580633779917,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/
Netclan20241073,11,4,0.46666663555555765,0.05703422031545924,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/
Netclan20241067,5,3,0.24999996875000394,0.018306636113714792,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/
Netclan20241098,8,1,0.7777776913580343,0.05421686714327188,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/
Netclan20241071,5,2,0.4285713673469475,0.02573529402303201,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/
Netclan20241065,6,10,-0.24999998437500096,0.08510638252602988,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/
Netclan20241059,5,0,0.99999980000004,0.02155172404503567,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/
Netclan20241105,3,0,0.9999996666667778,0.009933774801543793,https://insights.blackcoffer.com/web-data-connector/
Netclan20241111,6,2,0.4999999375000079,0.03100775181779941,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/
Netclan20241139,5,1,0.6666665555555741,0.059405940005881785,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/
Netclan20241138,8,5,0.23076921301775286,0.0802469130848956,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/
Netclan20241110,2,3,-0.199999960000008,0.024875621766787953,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/
Netclan20241104,3,1,0.49999987500003124,0.013201320088444489,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/
Netclan20241058,11,1,0.8333332638888947,0.06091370527454972,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/
Netclan20241064,9,4,0.3846153550295881,0.03258145355242743,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/
Netclan20241070,1,1,0.0,0.00884955748296656,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/
Netclan20241048,58,15,0.589041087821355,0.11774193529396462,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/
Netclan20241074,6,1,0.7142856122449125,0.03286384961096784,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/
Netclan20241060,9,3,0.4999999583333368,0.0599999997,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/
Netclan20241128,7,1,0.7499999062500118,0.029411764597750866,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/
Netclan20241100,10,2,0.6666666111111158,0.04444444427983539,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/
Netclan20241114,2,1,0.33333322222225925,0.01612903217134929,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/
Netclan20241115,7,1,0.7499999062500118,0.020460358003937702,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/
Netclan20241101,2,0,0.99999950000025,0.00947867294085937,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/
Netclan20241129,19,3,0.7272726942148775,0.057894736689750696,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/
Netclan20241061,13,6,0.36842103324099823,0.0785123963697835,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/
Netclan20241075,3,3,0.0,0.05555555504115227,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/
Netclan20241049,34,6,0.6999999825000005,0.04920049194440284,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/
Netclan20241088,8,6,0.14285713265306196,0.04166666654265873,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/
Netclan20241063,7,4,0.2727272479338866,0.037162162036614314,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/
Netclan20241077,2,7,-0.5555554938271674,0.09782608589319472,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/
Netclan20241117,4,3,0.1428571224489825,0.028571428454810498,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/
Netclan20241103,2,3,-0.199999960000008,0.0196078430603614,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/
Netclan20241102,6,0,0.9999998333333611,0.03571428550170068,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/
Netclan20241116,1,1,0.0,0.010362694246825418,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/
Netclan20241076,2,0,0.99999950000025,0.03636363570247935,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/
Netclan20241062,20,7,0.48148146364883465,0.03829787228610231,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/
Netclan20241089,5,0,0.99999980000004,0.017361111050829475,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/
Netclan20241039,9,2,0.636363578512402,0.05069124400603114,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/
Netclan20241159,11,8,0.15789472853185638,0.02932098760907255,https://insights.blackcoffer.com/population-and-community-survey-of-america/
Netclan20241158,8,7,0.06666666222222252,0.03355704690479408,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/
Netclan20241038,8,2,0.599999940000006,0.0442477874148328,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/
Netclan20241017,3,0,0.9999996666667778,0.019607843009099065,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/
Netclan20241163,1,0,0.9999990000010001,0.009174311842437506,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/
Netclan20241162,0,0,0.0,0.0,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/
Netclan20241028,24,2,0.8461538136094686,0.05338809023944951,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/
Netclan20241148,4,1,0.599999880000024,0.019920318645735784,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/
Netclan20241160,19,15,0.11764705536332191,0.03667745411361655,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/
Netclan20241161,7,10,-0.17647057785467188,0.0669291335947672,https://insights.blackcoffer.com/healthcare-data-analysis/
Netclan20241149,3,1,0.49999987500003124,0.021052631468144047,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/
Netclan20241029,19,5,0.5833333090277788,0.07766990266126245,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/
